doc_id,url,title,description,pagerank
367,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,Characterization of Aspergillus niger Isolated from the International Space Station - PMC,A thorough understanding of how fungi respond and adapt to the various stimuli encountered during spaceflight presents many economic benefits and is imperative for the health of crew. As A. niger is a predominant ISS isolate frequently detected in ...,9e-06
368,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,Integrative transcriptomics and proteomics profiling of Arabidopsis thaliana elucidates novel mechanisms underlying spaceflight adaptation - PMC,"Spaceflight presents a unique environment with complex stressors, including microgravity and radiation, that can influence plant physiology at molecular levels. Combining transcriptomics and proteomics approaches, this research gives insights into ...",9e-06
369,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,Neutrophil-to-Lymphocyte Ratio: A Biomarker to Monitor the Immune Status of Astronauts - PMC,A comprehensive understanding of spaceflight factors involved in immune dysfunction and the evaluation of biomarkers to assess in-flight astronaut health are essential goals for NASA. An elevated neutrophil-to-lymphocyte ratio (NLR) is a potential ...,9e-06
370,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight - PMC,Scientific access to spaceflight and especially the International Space Station has revealed that physiological adaptation to spaceflight is accompanied or enabled by changes in gene expression that significantly alter the transcriptome of cells in ...,9e-06
371,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,Brachypodium distachyon Seedlings Display Accession-Specific Morphological and Transcriptomic Responses to the Microgravity Environment of the International Space Station - PMC,"Plants have been recognized as key components of bioregenerative life support systems for space exploration, and many experiments have been carried out to evaluate their adaptability to spaceflight. Unfortunately, few of these experiments have ...",9e-06
372,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity - PMC,"Using a ground-based model to simulate spaceflight [21-days of single-housed, hindlimb unloading (HLU) combined with continuous low-dose gamma irradiation (LDR, total dose of 0.04 Gy)], an in-depth survey of the immune and hematological systems of ...",9e-06
373,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,Utilizing the KSC Fixation Tube to Conduct Human-Tended Plant Biology Experiments on a Suborbital Spaceflight - PMC,"Suborbital spaceflights now enable human-tended research investigating short-term gravitational effects in biological systems, eliminating the need for complex automation. Here, we discuss a method utilizing KSC Fixation Tubes (KFTs) to both carry ...",9e-06
374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration - PMC,"The extent to which plants can enhance human life support on other worlds depends on the ability of plants to thrive in extraterrestrial environments using in-situ resources. Using samples from Apollo 11, 12, and 17, we show that the terrestrial ...",9e-06
375,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,Correction: Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space - PMC,Correction: Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space - PMC Skip to main content An official website of the United States government Here's how you know Here's ...,9e-06
376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,Beyond Low-Earth Orbit: Characterizing Immune and microRNA Differentials following Simulated Deep Spaceflight Conditions in Mice - PMC,"Spaceflight missions can cause immune system dysfunction in astronauts with little understanding of immune outcomes in deep space. This study assessed immune responses in mice following ground-based, simulated deep spaceflight conditions, compared ...",9e-06
377,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression - PMC,Alterations in immune function have been documented during or post-spaceflight and in ground based models of microgravity. Identification of immune parameters that are dysregulated during spaceflight is an important step in mitigating crew health ...,9e-06
378,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight - PMC,"Heat Shock Factor A2 (HsfA2) is part of the Heat Shock Factor (HSF) network, and plays an essential role beyond heat shock in environmental stress responses and cellular homeostatic control. Arabidopsis thaliana cell cultures derived from wild type ...",9e-06
379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,Epigenomic Regulators Elongator Complex Subunit 2 and Methyltransferase 1 Differentially Condition the Spaceflight Response in Arabidopsis - PMC,"Background: Plants subjected to the novel environment of spaceflight show transcriptomic changes that resemble aspects of several terrestrial abiotic stress responses. Under investigation here is whether epigenetic modulations, similar to those that ...",9e-06
380,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,Changes in the distribution and function of leukocytes after whole-body iron ion irradiation - PMC,"High-energy particle radiation could have a considerable impact on health during space missions. This study evaluated C57BL/6 mice on Day 40 after total-body 56Fe26+ irradiation at 0, 1, 2 and 3 gray (Gy). Radiation consistently increased thymus ...",9e-06
381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,Proteomic Analysis of Mouse Brain Subjected to Spaceflight - PMC,"There is evidence that spaceflight poses acute and late risks to the central nervous system. To explore possible mechanisms, the proteomic changes following spaceflight in mouse brain were characterized. Space Shuttle Atlantis (STS-135) was launched ...",9e-06
382,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism? - PMC,"The Space Shuttle Atlantis launched on its final mission (STS-135) on July 8, 2011. After just under 13 days, the shuttle landed safely at Kennedy Space Center (KSC) for the last time. Female C57BL/6J mice flew as part of the Commercial Biomedical ...",9e-06
383,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,Artificial Gravity Partially Protects Space-induced Neurological Deficits in Drosophila melanogaster - PMC,"Spaceflight poses risks to the central nervous system (CNS), and understanding neurological responses is important for future missions. We report CNS changes in Drosophila aboard the International Space Station in response to microgravity (SFμg) and ...",9e-06
384,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver - PMC,"Increased oxidative stress is an unavoidable consequence of exposure to the space environment. Our previous studies showed that mice exposed to space for 13.5 days had decreased glutathione levels, suggesting impairments in oxidative defense. Here ...",9e-06
385,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,Spaceflight-Induced Gene Expression Profiles in the Mouse Brain Are Attenuated by Treatment with the Antioxidant BuOE - PMC,"The demands of deep space pose a health risk to the central nervous system that has long been a concern when sending humans to space. While little is known about how spaceflight affects transcription spatially in the brain, a greater understanding ...",9e-06
386,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,Transcriptomic Effects on the Mouse Heart Following 30 Days on the International Space Station - PMC,"Efforts to understand the impact of spaceflight on the human body stem from growing interest in long-term space travel. Multiple organ systems are affected by microgravity and radiation, including the cardiovascular system. Previous transcriptomic ...",9e-06
387,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,Genome-Wide Analysis of the PERK Gene Family in Brassica napus L. and Their Potential Roles in Clubroot Disease - PMC,"The proline-rich extensin-like receptor kinase (PERK) gene family is crucial to various molecular and cellular processes in plants. We identified 50 PERK genes in Brassica napus to explore their evolutionary dynamics, structural diversity, and ...",9e-06
388,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,Uncovering Transcriptional Responses to Fractional Gravity in Arabidopsis Roots - PMC,"Although many reports characterize the transcriptional response of Arabidopsis seedlings to microgravity, few investigate the effect of partial or fractional gravity on gene expression. Understanding plant responses to fractional gravity is relevant ...",9e-06
389,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,Phosphoinositide-signaling is one component of a robust plant defense response - PMC,"The phosphoinositide pathway and inositol-1,4,5-triphosphate (InsP3) have been implicated in plant responses to many abiotic stresses; however, their role in response to biotic stress is not well characterized. In the current study, we show that ...",9e-06
390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,RNAseq Analysis of Rodent Spaceflight Experiments Is Confounded by Sample Collection Techniques - PMC,"To understand the physiological changes that occur in response to spaceflight, mice are transported to the International Space Station (ISS) and housed for variable periods of time before euthanasia on-orbit or return to Earth. Sample collection ...",9e-06
